No,Category,Subcategory,Brand,Product_Name,Price_VND,Reviews,Rating,Fragrance_Type,Claim,Platform,Brand_Origin,Price_Tier,Brand_Status,Product_Category
34.0,Personal Care Fragrance,Body Wash,Coast,Coast Classic Scent Bath Gel For Men 946ml,225000.0,34.0,5.0,Fresh / Clean,"Dual-action formula for hair & body, invigorating/refreshing clean",Tiki,International,Mass,Established,Body Wash
35.0,Personal Care Fragrance,Body Wash,Cocoon,An Giang Palm Sugar Shower Gel 500ml,241000.0,0.0,,Fruity,"Gently cleanses, helps protect the moisture barrier, and keeps skin soft and moisturized after showering",Cocoon vietnam,Local,Affordable Premium,Established,Body Wash
36.0,Personal Care Fragrance,Body Wash,Lifebuoy,Lifebuoy Green Tea& Bitter Melon Detox Shower 800g,225000.0,403.0,5.0,Herbal,"Reduces acne, 100% natural matcha & bitter melon extract, deeply cleanses to protect skin from acne-causing bacteria in 7 days",Lazada,International,Mass,Established,Body Wash
37.0,Personal Care Fragrance,Body Wash,Dove,"Dove Deeply Nourishing Moisturizing Body Wash with Nutrium Moisture - Anti-Bacterial, Fragrance-Free, 1L",280000.0,52.0,4.9,Fresh / Clean,"Deeply nourishing, anti-bacterial, week by week skin feels plump, smooth, and soft",Lazada,International,Affordable Premium,Established,Body Wash
38.0,Personal Care Fragrance,Body Wash,Lifebuoy,Lifebuoy Naturals Anti-Dark Spots Body Wash (Cica & Pink Salt),234000.0,3760.0,5.0,Fresh / Clean / Herbal,"Prevents dark spots and blemishes, 100% natural Cica & Pink Salt extract, clinically proven for more even-toned skin after 7 days",Lazada,International,Mass,Established,Body Wash
39.0,Personal Care Fragrance,Body Wash,Lifebuoy,Lifebuoy For Men Activated Charcoal & Volcanic Mud Body Wash,234000.0,3760.0,5.0,Woody,"Clears away sebum, oil, and sticky residue; 100% natural activated charcoal & rice bran extract; clinically proven to clear sebum and oil after just 1 wash",Lazada,International,Mass,Established,Body Wash
40.0,Personal Care Fragrance,Body Wash,Lifebuoy,Lifebuoy Naturals Skin Brightening (Herbal & Lotus) Body Wash.,215000.0,3760.0,5.0,Floral / Herbal,"Brightens skin, 100% natural herbal & lotus extract, clinically proven for healthier and brighter looking skin after 7 days",Lazada,International,Mass,Established,Body Wash
41.0,Personal Care Fragrance,Body Wash,Hatomugi,Hatomugi Moisturizing Shower Gel with Y Di Extract 800ml,188000.0,6174.0,5.0,Fresh / Clean / Floral,"Moisturizing & washing, containing Coix seed extract to furnish the skin with moisture, smooth washing comfort",Lazada,International,Mass,Established,Body Wash
42.0,Personal Care Fragrance,Body Wash,JANWES,JANWES | Scented Fragrance Moisturizing Controlling Oil Softening Body Wash,160000.0,273.0,4.9,Floral / Fruity,"Moisturizing skin, oil control, softening, and long-lasting fragrance up to 72 hours",Lazada,International,Mass,Emerging,Body Wash
43.0,Personal Care Fragrance,Body Wash,JANWES,JANWES Beloved Flower Fragrance Moisturizing Shower Gel (Rose variant),160000.0,273.0,4.9,Floral,"Easy to rinse, long-lasting fragrance, moisturizing, and smooth silky skin",Lazada,International,Mass,Emerging,Body Wash
44.0,Personal Care Fragrance,Body Wash,JANWES,JANWES Emotional Flower Fragrance Moisturizing Shower Gel (Lavender variant),160000.0,273.0,4.9,Floral,"Easy to rinse, long-lasting fragrance, moisturizing, and skin-beautifying",Lazada,International,Mass,Emerging,Body Wash
45.0,Personal Care Fragrance,Body Wash,JANWES,JANWES Fragrance Moisturizing Skin Shower Gel (White Tea variant),160000.0,273.0,4.9,Fresh / Clean / Herbal,"Easy to rinse, long-lasting fragrance, moisturizing, and skin-tenderizing",Lazada,International,Mass,Emerging,Body Wash
46.0,Personal Care Fragrance,Body Wash,JANWES,JANWES Elegant Floral Fragrance Moisturizing Shower Gel (Peony variant),160000.0,273.0,4.9,Floral,"Easy to rinse, long-lasting fragrance, hydrating, and moisturizing",Lazada,International,Mass,Emerging,Body Wash
47.0,Personal Care Fragrance,Body Wash,Grace and Glow,Grace and Glow Perfume Body Wash 400ml (Black Opium),209000.0,355.0,5.0,Sweet / Gourmand,"Brightening, skin whitening, supports moisturizing and exfoliating, with Niacinamide and Glutathione for brightening and moisturizing",Lazada,International,Affordable Premium,Established,Body Wash
48.0,Personal Care Fragrance,Body Wash,Grace and Glow,Grace and Glow English Pear and Freesia Acne Solution Body Wash,209000.0,355.0,5.0,Floral / Fruity,"Reduces acne and redness, soothes body skin, and offers pore care using AHA, BHA, PHA, and Centella Asiatica",Lazada,International,Affordable Premium,Established,Body Wash
49.0,Personal Care Fragrance,Body Wash,Grace and Glow,Grace and Glow Rouge 540 Glow & Firm Scrub Solution Body Wash,209000.0,355.0,5.0,Woody / Sweet / Gourmand,"Firms and brightens the skin, makes skin softer, formulated with Niacinamide and Collagen for glowing and firm skin",Lazada,International,Affordable Premium,Established,Body Wash
50.0,Personal Care Fragrance,Body Wash,Grace and Glow,Grace and Glow Peony Blush Soft & Glow Body Wash,209000.0,355.0,5.0,Floral / Fruity,"Restores and brightens skin, improves the protective skin barrier, formulated with Curcuma Butter and Ceramide for anti-blemish and skin barrier support",Lazada,International,Affordable Premium,Established,Body Wash
51.0,Personal Care Fragrance,Body Wash,Gervenne,Gervenne Whitening Shower Gel with Perfume Scent 450g (Blueberries variant),86000.0,11800.0,4.9,Fruity / Floral,"Skin whitening shower gel with perfume scent, featuring i-White Boosting technology for brightening performance",Shopee,International,Mass,Established,Body Wash
52.0,Personal Care Fragrance,Body Wash,Gervenne,Gervenne Whitening & Fragrant Shower Cream (Strawberry & Lily variant),86000.0,11800.0,4.9,Floral / Fruity,"Skin whitening shower gel with a perfume scent, formulated with i-White Boosting technology for enhanced brightening performance",Shopee,International,Mass,Established,Body Wash
53.0,Personal Care Fragrance,Body Wash,Gervenne,Gervenne Whitening & Fragrant Shower Cream (Kiwi & White Tea variant),86000.0,11800.0,4.9,Floral / Fruity,"Skin whitening shower gel with a perfume scent, formulated with i-White Boosting technology for enhanced brightening performance",Shopee,International,Mass,Established,Body Wash
54.0,Personal Care Fragrance,Body Wash,Gervenne,Gervenne Whitening Shower Gel with Perfume Scent 450g (Strawberries variant),86000.0,11800.0,4.9,Floral / Fruity,"Skin whitening shower gel with a perfume scent, featuring i-White Boosting technology for brightening performance",Shopee,International,Mass,Established,Body Wash
55.0,Personal Care Fragrance,Body Wash,LYDIMOON,"Whitening body wash, Goat milk body wash, 800ml, fast whitening.",310000.0,1500.0,4.9,Sweet / Gourmand,"Deep skin whitening, skin smoothing, moisturizing, and tightening of pores",Shopee,International,Mass,Emerging,Body Wash
56.0,Personal Care Fragrance,Body Wash,ON: THE BODY,"White Pearl Perfume Shower Body Wash, 1000 g",231000.0,788.0,4.9,Fresh / Clean / Powdery,Brightening (Whitening) & Intense Perfume Moisture Care,Shopee,International,Mass,Established,Body Wash
57.0,Personal Care Fragrance,Body Wash,ON: THE BODY,ON The Body Perfumed Shower Gel (Classic Pink),231000.0,788.0,4.9,Floral / Woody,"Smooth moisture delivery, natural dead skin cell removal, and all-day floral perfume retention",Shopee,International,Mass,Established,Body Wash
58.0,Personal Care Fragrance,Body Wash,ON: THE BODY,ON The Body Perfumed Shower Gel (Violet Dream),231000.0,788.0,4.9,Floral / Fruity / Powdery,"Gentle deep cleansing, intensive skin softening, and luxurious stress-relieving aromatherapy",Shopee,International,Mass,Established,Body Wash
59.0,Personal Care Fragrance,Body Wash,ON: THE BODY,ON The Body Perfumed Shower Gel (Relaxing Purple),231000.0,788.0,4.9,Floral / Citrus / Woody,"Calming aroma therapy, deep daily hydration, and skin soothing properties",Shopee,International,Mass,Established,Body Wash
60.0,Personal Care Fragrance,Body Wash,Dove,Dove Vitamin C Glow Recharge Brightening Body Wash,235000.0,4700.0,4.8,Fruity / Floral,Powered by a 3% Brightening Serum + Vitamin C alongside micro-polishing minerals to transform dull,Shopee,International,Mass,Established,Body Wash
61.0,Personal Care Fragrance,Body Wash,Dove,Dove Pro-Ceramide Serum Body Wash (Moisture Renew),218000.0,49500.0,4.9,Fresh / Clean / Floral,"Formulated with an exclusive 10x Moisture Serum and 1/4 facial moisturizing cream to leave skin bouncy, elastic, and intensely hydrated",Shopee,International,Mass,Established,Body Wash
62.0,Personal Care Fragrance,Body Wash,Dove,Dove Pro-Ceramide Serum Body Wash (Skin Brightening),223000.0,49500.0,4.9,Fruity / Floral,"Formulated with Niacinamide Serum to brighten dull areas, even out skin tone, and restore a luminous glow",Shopee,International,Mass,Established,Body Wash
63.0,Personal Care Fragrance,Body Wash,Dove,Dove Pro-Ceramide Serum Body Wash (Fresh / Invigorating),223000.0,49500.0,4.9,Fresh / Clean / Citrus / Herbal,"Formulated with Niacinamide Serum to brighten dull areas, even out skin tone, and restore a luminous glow",Shopee,International,Mass,Established,Body Wash
64.0,Personal Care Fragrance,Body Wash,Cetaphil,Cetaphil Baby Wash & Shampoo with Calendula Extract,295000.0,1100.0,5.0,Floral / Fresh / Clean,"Tear-free, colorant-free, mineral oil-free, and formulated to maintain skin moisture for 2 hours",Shopee,International,Affordable Premium,Established,Body Wash
65.0,Personal Care Fragrance,Body Wash,St. Ives,St. Ives Soothing Body Wash (Oatmeal & Shea Butter),226980.0,26200.0,5.0,Sweet / Gourmand,"Powered by 100% natural extracts, sulfate-free, paraben-free, and certified cruelty-free by PETA",Shopee,International,Mass,Established,Body Wash
66.0,Personal Care Fragrance,Body Wash,St. Ives,St. Ives Radiant Skin Body Wash (Pink Lemon & Mandarin Orange),226980.0,26200.0,5.0,Fruity / Citrus,Formulated with 100% natural exfoliating minerals to polish away skin dullness for a glowing complexion,Shopee,International,Mass,Established,Body Wash
67.0,Personal Care Fragrance,Body Wash,St. Ives,St. Ives Exfoliating Body Wash (Sea Salt & Pacific Kelp),226980.0,26200.0,5.0,Fresh / Clean,"Formulated with 100% natural exfoliants to deeply purfiy, smooth away dead skin, and refresh body surfaces",Shopee,International,Mass,Established,Body Wash
68.0,Personal Care Fragrance,Body Wash,CINDY BLOOM,CINDY BLOOM Perfumed Shower Gel (Aroma Flower),185000.0,5700.0,4.9,Fruity / Floral,"Infused with Saffron Pistil (Nhụy hoa nghệ tây) extract and Niacinamide to slow oxidation, soften, and brighten skin",Shopee,Local,Mass,Established,Body Wash
69.0,Personal Care Fragrance,Body Wash,CINDY BLOOM,CINDY BLOOM Perfumed Shower Gel (Romantic Muse),185000.0,5700.0,4.9,Floral / Woody,"Upgraded formula combining Saffron Extract and Niacinamide to brighten, soothe, and slow skin oxidation",Shopee,Local,Mass,Established,Body Wash
70.0,Personal Care Fragrance,Body Wash,CINDY BLOOM,CINDY BLOOM Perfumed Shower Gel (Fresh Ocean),185000.0,5700.0,4.9,Fresh / Clean / Floral,"Upgraded formula combining Saffron Extract and Niacinamide to brighten, soothe, and slow skin oxidation",Shopee,Local,Mass,Established,Body Wash
71.0,Personal Care Fragrance,Body Wash,CINDY BLOOM,CINDY BLOOM Perfumed Shower Gel (Urban Vibes),185000.0,5700.0,4.9,Fruity / Woody / Floral,"Upgraded formula combining Saffron Extract and Niacinamide to brighten, soothe, and protect the skin barrier",Shopee,Local,Mass,Established,Body Wash
72.0,Personal Care Fragrance,Body Wash,CINDY BLOOM,CINDY BLOOM Perfumed Shower Gel (Sexy Revy),219000.0,5700.0,4.9,Sweet / Gourmand / Floral,"Formulated with Saffron Extract and Niacinamide to clear surface impurities, brighten, and deliver anti-aging benefits",Shopee,Local,Affordable Premium,Established,Body Wash
73.0,Personal Care Fragrance,Body Wash,CINDY BLOOM,CINDY BLOOM Perfumed Shower Gel (So Slay),219000.0,5700.0,4.9,Fruity / Sweet / Gourmand,"Formulated with Saffron Extract and Niacinamide to clarify skin impurities, brighten tone, and shield the moisture barrier",Shopee,Local,Affordable Premium,Established,Body Wash
74.0,Personal Care Fragrance,Body Wash,CINDY BLOOM,CINDY BLOOM Perfumed Shower Gel (Love Spell),219000.0,5700.0,4.9,Fruity / Floral,"Formulated with Saffron Extract and Niacinamide to brighten skin tone, combat oxidation, and maintain smooth moisture retention",Shopee,Local,Affordable Premium,Established,Body Wash
75.0,Personal Care Fragrance,Body Wash,De Memoria,De Memoria Scented Brightening Body Cleanser (Vanilla On Mars),550000.0,1500.0,4.9,Sweet / Gourmand,"Formulated with 1% AHA & Vitamin C to chemically exfoliate dull texture, smooth body skin, and offer 4-FREE clean safety ",Shopee,International,Premium,Established,Body Wash
76.0,Personal Care Fragrance,Body Wash,LASHE SUPERFOOD,LASHE SUPERFOOD Shower Gel (Brightening Smooth),189000.0,4500.0,4.8,Fruity / Sweet / Gourmand,"Powered by X-VITA Technology to infuse skin layers with Niacinamide, treating dullness and rough surfaces",Shopee,International,Mass,Established,Body Wash
77.0,Personal Care Fragrance,Body Wash,LASHE SUPERFOOD,LASHE SUPERFOOD Shower Gel (Deep Moisturizing),189000.0,4500.0,4.8,Fruity / Sweet / Gourmand,Deeply perfumed whitening shower gel infused with pearl proteins to illuminate and brighten skin tone while providing long-lasting fragrance,Shopee,International,Mass,Established,Body Wash
78.0,Personal Care Fragrance,Body Wash,LASHE SUPERFOOD,LASHE SUPERFOOD Shower Gel (Youthful Skin),189000.0,4500.0,4.8,Herbal / Woody,"Formulated with a triple-action complex for youthful skin, enriched with Truffle Mushroom Extract, Rice Bran Oil, and Vitamin E",Shopee,International,Mass,Established,Body Wash
79.0,Personal Care Fragrance,Body Wash,Tesori d'Oriente,Tesori d'Oriente Aromatic Shower Cream (Lotus Flower & Shea Butter),299000.0,378.0,4.9,Sweet / Gourmand / Floral,"Intensely moisturizes, softens skin, provides antioxidant protection, and enhances skin elasticity; enriched with Shea Butter",Shopee,International,Affordable Premium,Established,Body Wash
80.0,Personal Care Fragrance,Body Wash,Tesori d'Oriente,Tesori d'Oriente Aromatic Shower Cream / Bath Cream (Dragon Flower / Fiore del Dragone),299000.0,378.0,4.9,Sweet / Gourmand / Woody,"Intensely moisturizes, smooths skin, provides powerful antioxidant and anti-aging benefits; enriched with Dragon Fruit Extract",Shopee,International,Affordable Premium,Established,Body Wash
81.0,Personal Care Fragrance,Body Wash,Tesori d'Oriente,Tesori d'Oriente Aromatic Bath Cream (Byzantium - Black Rose & Labdanum),299000.0,378.0,4.9,Sweet / Gourmand / Floral,"Delivers intensive skin-plumping hydration, anti-inflammatory defense, and a strong protective barrier",Shopee,International,Affordable Premium,Established,Body Wash
82.0,Personal Care Fragrance,Body Wash,Tesori d'Oriente,Tesori d'Oriente Aromatic Bath Cream (Persian Dream - Pomegranate & Red Tea),299000.0,378.0,4.9,Fruity / Sweet / Gourmand,"Provides powerful antioxidant shielding, skin-plumping rejuvenation, and elite aroma retention",Shopee,International,Affordable Premium,Established,Body Wash
83.0,Personal Care Fragrance,Body Wash,Tesori d'Oriente,Tesori d'Oriente Aromatic Bath Cream (Forest Ritual - White Water Lily & Hinoki Wood),299000.0,378.0,4.9,Woody / Herbal,"Provides a thorough skin-detoxifying cleanse, intense plumping hydration, and peaceful mental relaxation",Shopee,International,Affordable Premium,Established,Body Wash
84.0,Personal Care Fragrance,Body Wash,Tesori d'Oriente,Tesori d'Oriente Aromatic Bath Cream (Ayurveda - Amla & Patchouli),299000.0,378.0,4.9,Fresh / Clean / Sweet / Gourmand,"Delivers intensive skin-plumping hydration, powerful anti-aging defense, and full-body wellness rejuvenation",Shopee,International,Affordable Premium,Established,Body Wash
85.0,Personal Care Fragrance,Body Wash,Tesori d'Oriente,Tesori d'Oriente Aromatic Bath Cream (Vanilla & Ginger of Madagascar),299000.0,378.0,4.9,Sweet / Gourmand / Woody,"Delivers intense skin-plumping moisture, deep purification, and an alluring fragrance trail",Shopee,International,Affordable Premium,Established,Body Wash
86.0,Personal Care Fragrance,Body Wash,Tesori d'Oriente,Tesori d'Oriente Aromatic Bath Cream (Karma - Nashi Pear & Cedarwood),299000.0,378.0,4.9,Floral / Sweet / Gourmand,"Provides deep daily skin-plumping moisture, extensive cellular purification, and long-lasting aroma retention",Shopee,International,Affordable Premium,Established,Body Wash
87.0,Personal Care Fragrance,Body Wash,Tesori d'Oriente,Tesori d'Oriente Byzantium Perfumed Shower Gel 500ml (Ancient Greece / Byzantium theme),325000.0,378.0,4.9,Floral / Sweet / Gourmand,"Deeply moisturizes, plumps the skin, provides anti-inflammatory properties, and protects the skin barrier; specifically formulated for sensitive, dry, flaky, or rough skin types",Shopee,International,Affordable Premium,Established,Body Wash
88.0,Personal Care Fragrance,Body Wash,Lux,Lux Botanicals French Rose Perfumed Body Wash,157000.0,35800.0,4.9,Floral,Formulated with Vitamin C and Natural Essential Oils to deliver radiant brightness and velvety smooth skin,Shopee,International,Mass,Established,Body Wash
89.0,Personal Care Fragrance,Body Wash,Lux,Lux Botanicals Charming Orchid Body Wash,157000.0,35800.0,4.9,Floral / Woody,Upgraded with Vitamin C and 100% Natural Essential Oils to offer verified 12-hour scent longevity alongside a radiant glow,Shopee,International,Mass,Established,Body Wash
